6786013892	cube_collision	Ground
6786386597	cube_collision	ColliderBottom
6786536948	cube_collision	ColliderLeft
6786795255	cube_collision	ColliderRight
6787093826	cube_collision	ColliderLeft
6787608390	cube_collision	ColliderBottom
6788053884	cube_collision	Ground
6796670482	cube_collision	ColliderBottom
6796878807	cube_collision	ColliderLeft
6797088302	cube_collision	ColliderRight
6797361912	cube_collision	ColliderBottom
6797520405	cube_collision	Ground
6797570377	cube_collision	ColliderLeft
6797649830	cube_collision	ColliderTop
6797813176	cube_collision	ColliderRight
6797836415	cube_collision	ColliderRight
6797925722	cube_collision	ColliderBottom
6797994156	cube_collision	ColliderLeft
6798146626	cube_collision	ColliderTop
6798211766	cube_collision	ColliderRight
6798261435	cube_collision	ColliderRight
6798529639	cube_collision	ColliderBottom
6798814471	cube_collision	ColliderLeft
6799111315	cube_collision	Ground
6815279506	cube_collision	ColliderBottom
6815769391	cube_collision	ColliderBottom
6816099020	cube_collision	ColliderBottom
6816495920	cube_collision	ColliderBottom
6816897151	cube_collision	ColliderBottom
6817249968	cube_collision	ColliderBottom
6817547381	cube_collision	ColliderBottom
6817991169	cube_collision	ColliderBottom
6818318988	cube_collision	ColliderLeft
6818855342	cube_collision	ColliderTop
6818947261	cube_collision	ColliderRight
6819095669	cube_collision	ColliderBottom
6819284925	cube_collision	ColliderLeft
6819473506	cube_collision	Ground
6819540280	cube_collision	ColliderLeft
6819611405	cube_collision	ColliderLeft
6820462801	cube_collision	ColliderBottom
6820509106	cube_collision	Ground
6820544976	cube_collision	ColliderRight
6830507903	cube_collision	ColliderBottom
6830536013	cube_collision	ColliderRight
6830955240	cube_collision	ColliderLeft
6830967756	cube_collision	Ground
6831193578	cube_collision	ColliderRight
6831350062	cube_collision	ColliderBottom
6831393569	cube_collision	ColliderBottom
6831411805	cube_collision	Ground
6831521855	cube_collision	Ground
6831549758	cube_collision	ColliderLeft
6831659751	cube_collision	Ground
6831709433	cube_collision	ColliderBottom
6832303769	cube_collision	ColliderTop
6832355831	cube_collision	ColliderTop
6832807455	cube_collision	ColliderBottom
6833009006	cube_collision	ColliderBottom
6833063644	cube_collision	ColliderRight
6833561643	cube_collision	ColliderLeft
6833847086	cube_collision	Ground
6833869795	cube_collision	ColliderBottom
